,Chemical,Url,Dates,Uses
998,Tetracycline,https://oehha.ca.gov/chemicals/tetracycline,['10/01/1991'],[]
999,Tetracycline Hydrochloride,https://oehha.ca.gov/chemicals/tetracycline-hydrochloride,['01/01/1991'],[]
1000,Tetracyclines,https://oehha.ca.gov/chemicals/tetracyclines,['10/01/1992'],[]
1001,Tetraethyl Lead,https://oehha.ca.gov/chemicals/tetraethyl-lead,[],"For chemical-specific screening levels for use in assessing contaminated sites, please see HHRA Note 3 (DTSC HERO). https://www.dtsc.ca.gov/assessingrisk/humanrisk2.cfm"
1002,Tetrafluoroethylene,https://oehha.ca.gov/chemicals/tetrafluoroethylene,['05/01/1997'],[]
1003,Tetramethyldiaminodiphenylmethane,https://oehha.ca.gov/chemicals/tetramethyldiaminodiphenylmethane,['10/01/1989'],Chemical intermediate in production of dye; analytical reagent
1004,Tetranitromethane,https://oehha.ca.gov/chemicals/tetranitromethane,['07/01/1990'],Oxidizing agent in rocket propellants; explosive; diesel fuel additive (increases cetane); reagent that detects double bonds in organic compounds
1005,Thalidomide,https://oehha.ca.gov/chemicals/thalidomide,['07/01/1987'],[]
1006,Thallium,https://oehha.ca.gov/chemicals/thallium,[],"Manufacture of electronic devices, semiconductors, special glass; medicine (cardiac imaging). Formerly used as rat and ant poison; this use has been banned in the US since 1972. Not produced in the US since 1984."
1007,Thiabendazole,https://oehha.ca.gov/chemicals/thiabendazole,[],Pesticide; Fungicide
1008,Thioacetamide,https://oehha.ca.gov/chemicals/thioacetamide,['01/01/1988'],"Replaces hydrogen sulfide in qualitative analysis. Has been used as a solvent, vulcanization accelerator, and motor fuel stabilizer, but there is no evidence that it is currently used for these purposes."
1009,Thiobencarb,https://oehha.ca.gov/chemicals/thiobencarb,[],Herbicide
1010,"4,4'-Thiodianiline",https://oehha.ca.gov/chemicals/44-thiodianiline,['04/01/1988'],"Chemical intermediate in the production of three dyes: CI mordant yellow 16, milling red G, and milling red FR."
1011,Thiodicarb,https://oehha.ca.gov/chemicals/thiodicarb,['08/20/1999'],[]
1012,Thioguanine,https://oehha.ca.gov/chemicals/thioguanine,['07/01/1990'],[]
1013,Thiophanate Methyl,https://oehha.ca.gov/chemicals/thiophanate-methyl,"['05/18/1999', '05/18/1999']","Agricultural and ornamental fungicide, anthelmintic"
1014,Thiouracil,https://oehha.ca.gov/chemicals/thiouracil,['06/11/2004'],[]
1015,Thiourea,https://oehha.ca.gov/chemicals/thiourea,['01/01/1988'],"Production of thiourea dioxide, leaching of gold and silver ores, copper refining, dyes; component in diazo paper and animal hide glue; catalyst in synthesis of fumaric acid; synthesis of pharmaceuticals and pesticides; photographic toning agent"
1016,Thorium Dioxide,https://oehha.ca.gov/chemicals/thorium-dioxide,['02/27/1987'],[]
1017,"Titanium dioxide (airborne, unbound particles of respirable size)",https://oehha.ca.gov/chemicals/titanium-dioxide-airborne-unbound-particles-respirable-size,['09/02/2011'],[]
1018,Tobacco Smoke,https://oehha.ca.gov/chemicals/tobacco-smoke,['04/01/1988'],[]
1019,Tobacco Smoke (Primary),https://oehha.ca.gov/chemicals/tobacco-smoke-primary,"['04/01/1988', '04/01/1988', '04/01/1988']",[]
1020,"Tobacco, oral use of smokeless products",https://oehha.ca.gov/chemicals/tobacco-oral-use-smokeless-products,['04/01/1988'],[]
1021,Tobramycin Sulfate,https://oehha.ca.gov/chemicals/tobramycin-sulfate,['07/01/1990'],[]
1022,Toluene,https://oehha.ca.gov/chemicals/toluene,"['01/01/1991', '08/07/2009']","Solvent, jet fuel component and gasoline additive, cement for polystyrene kits; production of polymers; chemical intermediate (benzene dealkylation); component of car exhaust and tobacco smoke"
1023,Toluene Diisocyanates,https://oehha.ca.gov/chemicals/toluene-diisocyanates,['10/01/1989'],"Chemical intermediate in production of flexible polyurethane foam, coatings, elastomers, sealants, adhesives used in packaging, insulation, upholstery, shoe soles, and other items"
1024,"Toluene Diisocyanates (2,4 and 2, 6)",https://oehha.ca.gov/chemicals/toluene-diisocyanates-24-and-2-6,[],"Manufacture of flexible polyurethane foam, elastomers, wood finishes, lacquers, foam-coated fabrics, and insulation materials. Often available as a mixture of the two isomers, though 2,4-TDI is produced in its pure state."
1025,p-Toluidine,https://oehha.ca.gov/chemicals/p-toluidine,['01/01/1990'],"Chemical intermediate in the production of dyestuff, pesticides, and pharmaceuticals; Also used for preparation of ion exchange resins"
1026,o-Toluidine,https://oehha.ca.gov/chemicals/o-toluidine,['01/01/1988'],"Production of dyes, vulcanization accelerator, organic synthesis; photographic dye; reagent in clinical assay for glucose and hemoglobin; component of tobacco smoke"
1027,o-Toluidine Hydrochloride,https://oehha.ca.gov/chemicals/o-toluidine-hydrochloride,['01/01/1988'],"Intermediate in the manufacture of azo pigment, triarylmethane, sulfur, and indigoid compounds"
1028,Topiramate,https://oehha.ca.gov/chemicals/topiramate,['11/27/2015'],Anticonvulsant drug used to treat seizures and to prevent migraine headaches. Also used in combination with phentermine for weight loss.
1029,Toxaphene,https://oehha.ca.gov/chemicals/toxaphene,['01/01/1988'],"Insecticide, veterinary medicine (acaricide). All uses banned in the US in 1990."
1030,Toxins derived from Fusarium moniliforme (Fusarium verticillioides),https://oehha.ca.gov/chemicals/toxins-derived-fusarium-moniliforme-fusarium-verticillioides,['08/07/2009'],[]
1031,Tralomethrin,https://oehha.ca.gov/chemicals/tralomethrin,[],insecticide
1032,trans-2[(Dimethylamino)-methylimino]-5-[2-(5-nitro-2-furyl)-vinyl]-1-3-4-oxadiazole,https://oehha.ca.gov/chemicals/trans-2dimethylamino-methylimino-5-2-5-nitro-2-furyl-vinyl-1-3-4-oxadiazole,['01/01/1988'],Pesticide
1033,Treosulfan,https://oehha.ca.gov/chemicals/treosulfan,['02/27/1987'],[]
1034,Triadimefon,https://oehha.ca.gov/chemicals/triadimefon,"['03/30/1999', '03/30/1999', '03/30/1999']",[]
1035,Triamterene,https://oehha.ca.gov/chemicals/triamterene,['04/18/2014'],[]
1036,Triazolam,https://oehha.ca.gov/chemicals/triazolam,['04/01/1990'],[]
1037,"S,S,S-Tributyl Phosphorotrithioate",https://oehha.ca.gov/chemicals/sss-tributyl-phosphorotrithioate,['02/25/2011'],[]
1038,Tributyltin Methacrylate,https://oehha.ca.gov/chemicals/tributyltin-methacrylate,['12/01/1999'],[]
1039,Trichlormethine,https://oehha.ca.gov/chemicals/trichlormethine,['01/01/1992'],[]
1040,Trichloroacetic Acid,https://oehha.ca.gov/chemicals/trichloroacetic-acid,['09/13/2013'],[]
1041,"1,2,4-Trichlorobenzene",https://oehha.ca.gov/chemicals/124-trichlorobenzene,[],"Industrial solvent, dye carrier, degreasing agent; chemical intermediate in chemical production, component of dielectric fluids"
1042,"1,1,2-Trichloroethane",https://oehha.ca.gov/chemicals/112-trichloroethane,['10/01/1990'],Intermediate in chemical synthesis; solvent
1043,"1,1,1-Trichloroethane",https://oehha.ca.gov/chemicals/111-trichloroethane,[],"Solvent, degreaser. Manufacture for domestic use banned in US since 2002."
1044,Trichloroethylene,https://oehha.ca.gov/chemicals/trichloroethylene,"['04/01/1988', '01/31/2014', '01/31/2014']","Metal degreasing, extraction solvent, cleaning kerosene-fueled rocket engines; production of refrigerants; component of tobacco smoke. Formerly used in medicine (inhaled analgesic), film cleaning, dry-cleaning solvent, and fumigant."
1045,Trichlorofluoromethane (Freon 11),https://oehha.ca.gov/chemicals/trichlorofluoromethane-freon-11,[],"Refrigerant, aerosol propellant, pesticide, and in production of foam. Production in US ended 1996, but use of existing stock is permitted."
1046,"2,4,6-Trichlorophenol",https://oehha.ca.gov/chemicals/246-trichlorophenol,['01/01/1988'],"Fungicide, herbicide, defoliant"
1047,"2,4,5-Trichlorophenoxyacetic acid",https://oehha.ca.gov/chemicals/245-trichlorophenoxyacetic-acid,[],Herbicide
1048,"1,2,3-Trichloropropane",https://oehha.ca.gov/chemicals/123-trichloropropane,['10/01/1992'],Intermediate in chemical synthesis; industrial solvent and degreasing agent
1049,trichlorotrifluoroethane (Freon 113),https://oehha.ca.gov/chemicals/trichlorotrifluoroethane-freon-113,[],"Cooling agent, cleansing agent for metal and electrical components, aerosol propellant, blowing agent for foam production, solvent"
1050,Trientine Hydrochloride,https://oehha.ca.gov/chemicals/trientine-hydrochloride,['02/27/2001'],[]
1051,Triethylamine,https://oehha.ca.gov/chemicals/triethylamine,[],"Organic chemical synthesis, rubber accelerator activator, corrosion inhibitor, propellant, seawater desalination; production of urethane foams and epoxy resins, pharmaceuticals, pesticides; component of tobacco smoke"
1052,Triforine,https://oehha.ca.gov/chemicals/triforine,['06/18/1999'],[]
1053,"1,3,5-triglycidyl-s-triazinetrione",https://oehha.ca.gov/chemicals/135-triglycidyl-s-triazinetrione,"['08/07/2009', '08/07/2009']",[]
1054,Trilostane,https://oehha.ca.gov/chemicals/trilostane,['04/01/1990'],[]
1055,TRIM VX,https://oehha.ca.gov/chemicals/trim-vx,['05/25/2018'],[]
1056,Trimethadione,https://oehha.ca.gov/chemicals/trimethadione,['01/01/1991'],[]
1057,Trimethyl Phosphate,https://oehha.ca.gov/chemicals/trimethyl-phosphate,['05/01/1996'],"Industrial catalyst, desensitizing agent for peroxides, ethylating agent, plasticizer, color inhibitor for fibers and other polymers, solvent for aromatic halogenations and nitrations, flame retardant, anti-foaming agent; stabilizer in pesticides"
1058,"2,4,5-Trimethylaniline and its strong acid salts",https://oehha.ca.gov/chemicals/245-trimethylaniline-and-its-strong-acid-salts,['10/24/1997'],[]
1059,"1,2,4-Trimethylbenzene",https://oehha.ca.gov/chemicals/124-trimethylbenzene,[],"Occurs naturally in coal tar and petroleum.  Used as a sterilizing agent and in the manufacture of dyes, perfumes, and resins.  Gasoline additive"
1060,"1,3,5-Trimethylbenzene",https://oehha.ca.gov/chemicals/135-trimethylbenzene,[],"Solvents, paint thinners, auto fuel, dyes, wood stain"
1061,Trimetrexate Glucuronate,https://oehha.ca.gov/chemicals/trimetrexate-glucuronate,['08/26/1997'],[]
1062,"2,4,6-Trinitrotoluene",https://oehha.ca.gov/chemicals/246-trinitrotoluene,['12/19/2008'],Explosive- military and industrial applications
1063,Triphenyltin Hydroxide,https://oehha.ca.gov/chemicals/triphenyltin-hydroxide,"['07/01/1992', '03/18/2002']",[]
1064,"Tris(1,3-dichloro-2-propyl) Phosphate (TDCPP)",https://oehha.ca.gov/chemicals/tris13-dichloro-2-propyl-phosphate-tdcpp,['10/28/2011'],Chlorinated Tris Fact Sheet
1065,Tris(1-aziridinyl)phosphine Sulfide,https://oehha.ca.gov/chemicals/tris1-aziridinylphosphine-sulfide,['01/01/1988'],"Medicine (antineoplastic), insect sterilant"
1066,Tris(2-3-dibromopropyl)phosphate,https://oehha.ca.gov/chemicals/tris2-3-dibromopropylphosphate,['01/01/1988'],OEHHA 1992. Expedited Cancer Potency Values and Proposed Regulatory Levels for Certain Proposition 65 Carcinogens.
1067,Tris(2-chloroethyl) Phosphate,https://oehha.ca.gov/chemicals/tris2-chloroethyl-phosphate,['04/01/1992'],[]
1068,Tris(aziridinyl)-p-benzoquinone (Triaziquone),https://oehha.ca.gov/chemicals/trisaziridinyl-p-benzoquinone-triaziquone,['10/01/1989'],[]
1069,Tritium,https://oehha.ca.gov/chemicals/tritium,[],"Electronic devices with tritium gas, self-luminescent devices (used instead of radium), research chemical (water transport tracer); component of thermonuclear weapons"
1070,Trp-P-1 (Tryptophan-P-1),https://oehha.ca.gov/chemicals/trp-p-1-tryptophan-p-1,['04/01/1988'],Found in cooked food as byproduct of browning reaction; component of tobacco smoke
1071,Trp-P-2 (Tryptophan-P-2),https://oehha.ca.gov/chemicals/trp-p-2-tryptophan-p-2,['04/01/1988'],Found in cooked food as byproduct of browning reaction; component of tobacco smoke
1072,Trypan Blue (Commercial Grade),https://oehha.ca.gov/chemicals/trypan-blue-commercial-grade,['10/01/1989'],[]
1073,Unleaded Gasoline (Wholly Vaporized),https://oehha.ca.gov/chemicals/unleaded-gasoline-wholly-vaporized,['04/01/1988'],[]
1074,Uracil Mustard,https://oehha.ca.gov/chemicals/uracil-mustard,"['04/01/1988', '01/01/1992', '01/01/1992', '01/01/1992']",[]
1075,Uranium,https://oehha.ca.gov/chemicals/uranium,[],"Nuclear power fuel; armor-piercing ammunition; x-ray targets; radiation shielding material; counterbalance weights; nuclear weapons. Naturally-occurring uranium is often present in phosphate fertilizers. Formerly used in glass and ceramic glazes, until 1973."
1076,Urethane,https://oehha.ca.gov/chemicals/urethane,"['01/01/1988', '10/01/1994']","Production of pesticide and fungicide, chemical intermediate (pharmaceuticals); component of tobacco smoke. Former use in medicine (antineoplastic)"
1077,Urofollitropin,https://oehha.ca.gov/chemicals/urofollitropin,['04/01/1990'],[]
1078,Valproate,https://oehha.ca.gov/chemicals/valproate,['07/01/1987'],[]
1079,Vanadium and compounds,https://oehha.ca.gov/chemicals/vanadium-and-compounds,[],See vanadium pentoxide.
1080,Vanadium Pentoxide,https://oehha.ca.gov/chemicals/vanadium-pentoxide,['02/11/2005'],Production of ferrovanadium alloy; corrosion inhibitor; ceramic and glass coloring; catalyst for sulfuric acid and other oxidated chemicals
1081,Verapamil,https://oehha.ca.gov/chemicals/verapamil,[],Calcium channel blocker that is a class IV anti-arrhythmia agent; Also an inhibitor of the drug efflux pump P-glycoprotein which is overexpressed in some multi-drug resistant tumors and may improve the efficacy of some antineoplastic agents
1082,Vinblastine Sulfate,https://oehha.ca.gov/chemicals/vinblastine-sulfate,['07/01/1990'],[]
1083,Vinclozolin,https://oehha.ca.gov/chemicals/vinclozolin,"['08/20/1999', '05/15/1998']",[]
1084,Vincristine Sulfate,https://oehha.ca.gov/chemicals/vincristine-sulfate,['07/01/1990'],[]
1085,Vinyl Acetate,https://oehha.ca.gov/chemicals/vinyl-acetate,[],"Precursor to polyvinyl acetate (polymer) and polyvinyl alcohol; chemical synthesis, production of resins, adhesives, paints, coatings, safety glass, packaging, acrylic fibers; component of tobacco smoke"
1086,Vinyl Bromide,https://oehha.ca.gov/chemicals/vinyl-bromide,['10/01/1988'],[]
1087,Vinyl chloride,https://oehha.ca.gov/chemicals/vinyl-chloride,['02/27/1987'],"Chemical intermediate in the production of PVC, automobile upholstery, housewares, and automotive parts; component of tobacco smoke. Formerly used as aerosol spray propellant until 1974, as a refrigerant, and briefly as an inhalational anaesthetic."
1088,Vinyl Cyclohexenedioxide,https://oehha.ca.gov/chemicals/vinyl-cyclohexenedioxide,"['07/01/1990', '08/01/2008', '08/01/2008']","The male reproductive toxicity endpoint was removed from the listing for vinyl cyclohexane dioxide (4-vinyl-1-cyclohexene diepoxide) effective December 20, 2013."
1089,Vinyl Fluoride,https://oehha.ca.gov/chemicals/vinyl-fluoride,['05/01/1997'],See Fluoride.
1090,4-Vinylcyclohexene,https://oehha.ca.gov/chemicals/4-vinylcyclohexene,"['05/01/1996', '08/07/2009', '08/07/2009']","Manufacture of polyolefins and other chemicals; solvent; chemical intermediate in production of flame retardants, flavors, and fragrances; byproduct of processes involving 1,3-butadiene"
1091,Vismodegib,https://oehha.ca.gov/chemicals/vismodegib,"['01/27/2017', '01/27/2017', '01/27/2017']",[]
1092,Warfarin,https://oehha.ca.gov/chemicals/warfarin,['07/01/1987'],[]
1093,Wood Dust,https://oehha.ca.gov/chemicals/wood-dust,['12/18/2009'],[]
1094,o-Xylene,https://oehha.ca.gov/chemicals/o-xylene,[],"For chemical-specific screening levels for use in assessing contaminated sites, please see HHRA Note 3 (DTSC HERO). https://www.dtsc.ca.gov/assessingrisk/humanrisk2.cfm"
1095,p-Xylene,https://oehha.ca.gov/chemicals/p-xylene,[],"For chemical-specific screening levels for use in assessing contaminated sites, please see HHRA Note 3 (DTSC HERO). https://www.dtsc.ca.gov/assessingrisk/humanrisk2.cfm"
1096,m-Xylene,https://oehha.ca.gov/chemicals/m-xylene,[],"Major chemical use of meta-xylene is in the manufacture of isophthalic acid, which is used as a copolymerizing monomer to alter the properties of polyethylene terephthalate (PET)"
1097,"Xylenes (technical mixture of m, o, p-isomers)",https://oehha.ca.gov/chemicals/xylenes-technical-mixture-m-o-p-isomers,[],"Solvent for paints, varnishes, inks, dyes, adhesives, pharmaceuticals, detergents, and rubber; production of polymer fiber (mylar and dacron); component of gasoline and fuel oils; component of tobacco smoke (m-,p-)"
